anon_country_name,basic_region,portions,employment,women_employment,livelihood,catch
country_name_198,Africa,1,0.7717789714139818,0.7294369388554781,0.8778312814528124,0.9111877270630208
country_name_025,Africa,0.620724564911607,0.8544727889279439,0.7683891567090864,0.9151252314466622,1
country_name_232,Africa,1,0.7950364127891462,0.7423479401967272,0.904992692935989,1
country_name_104,Africa,0.05824824053545091,0.9761679466171126,0.9534678575088962,0.9839189164397772,0.08358621353181857
country_name_163,Africa,1,0.8479636920785945,0.7579177274535698,0.9119897280211952,0.750358202268867
country_name_200,Africa,0.9358345950651764,0.9887528186434678,0.983031084590419,0.9932196041038542,1
country_name_212,Africa,1,0.728648934789388,0.6868163221908131,0.829953438288201,0.9004933582205312
country_name_158,Africa,1,0.5968600005058541,0.6208223139294952,0.7629253424787933,0.8506380147672216
country_name_228,Africa,1,0.8559366071229383,0.7480815372310974,0.912256926161144,0.8904241601481081
country_name_001,Africa,1,0.9563300570153618,0.9085066232196172,0.9727554413272896,0.9797763357846604
country_name_089,Africa,0.00336894592376568,0.21007342542080296,0.13323437853182077,0.22941128263288177,0.01009240157598914
country_name_090,Africa,0.2115972728169337,0.9674353824929756,0.9563718809775534,0.980719968232272,1
country_name_143,Africa,1,0.9656093103790998,0.960731551385079,0.9784746589450096,0.983724429837916
country_name_206,Africa,0.2881808229262004,0.9776086344028704,0.9737397071425912,0.9864509957740698,1
country_name_122,Africa,0.3544736295012611,0.8687003970676779,0.7823231556671156,0.9144416303959422,1
country_name_096,Africa,1,0.957220439565697,0.9575433086900368,0.9719680576631312,0.8863598957288127
country_name_217,Africa,1,0.9447995866391196,0.9497064183033004,0.9700123769464184,0.7471387124430636
country_name_193,Africa,0.1200723271798136,1,1,1,0.36412437595
country_name_120,Africa,0.09606814392338718,0.9393039004984906,0.8864662370491397,0.9642828348422532,1
country_name_114,Africa,0.12014210942270658,0.9192512021502216,0.924627696387496,0.9516921504657836,0.11064295454545454
country_name_162,Africa,1,1,1,1,1
country_name_170,Africa,0.07454826875422539,NA,NA,NA,0.04279490871894576
country_name_211,Africa,1,0.9619252339771124,0.9369503423991824,0.9899833649797296,1
country_name_235,Africa,0.4807635642068223,0.9611073347525576,0.967845242577725,0.9751711892974718,0.6751439031930564
country_name_060,Africa,0.3568676594662125,0.895458748383361,0.8873939836706762,0.9390181963618504,0.450906996469601
country_name_145,Africa,1,0.997001469535886,0.9967270405103736,0.9982002678420624,0.999999874338343
country_name_245,Africa,0.8968592708342497,1,1,1,1
country_name_117,Africa,0.0334682164858812,0.8102261950379218,0.7224578279197608,0.8768718347572829,0.06390586447344469
country_name_229,Africa,0.948692429452272,0.9771242288770204,0.966716343207622,0.9893394798731016,0.910393765625
country_name_112,Africa,1,0.984073896188412,0.9847737175564129,0.9927946994238526,1
country_name_151,Americas,0.06926877074314026,0.7415201366962774,0.7098764443888171,0.7983832083534169,0.0625717268421226
country_name_243,Americas,0.3628657332508242,NA,NA,NA,0.6285951946090391
country_name_177,Americas,0.4238092445936624,0.9661106227246232,0.9539211641141072,0.9740188405206082,0.722355784541538
country_name_032,Americas,0.01756339583334485,0.7993096582891193,0.8910219937325805,0.8564091715396964,0.06150994818031569
country_name_251,Americas,0.7802873676358197,1,1,1,1
country_name_061,Americas,0.6860191078980225,0.8473329805113986,0.8269035064631157,0.9020646959643224,0.6977761053862316
country_name_107,Americas,1,0.873143973027374,0.8371405193020165,0.9000816548720739,0.9999877732266584
country_name_231,Americas,0.05349027633617781,0.688253833170266,0.6738159940229703,0.822679081476281,0.175888629508432
country_name_071,Americas,0.3451128885834906,0.8441990442067183,0.8647237769853721,0.8903550993858355,0.5132695079788808
country_name_188,Americas,1,0.9597125015622529,0.9642140081159128,0.9736396326634617,1
country_name_233,Americas,0.7069409974084042,0.9216197996426928,0.95561687127073,0.9552130521786584,1
country_name_111,Americas,0.10826612777660596,0.6362481701103508,0.696120353014683,0.6889309020744712,0.26870777568752013
country_name_072,Americas,0.527252565574863,NA,NA,NA,1
country_name_248,Americas,0.8289578834434751,1,1,1,1
country_name_075,Americas,0.19637346386241664,0.49979321797008663,0.469337851509381,0.6120010381266549,0.1662335523165174
country_name_161,Americas,0.797492960127028,NA,NA,NA,0.9955349078030132
country_name_081,Americas,0.12228249690097329,NA,NA,NA,0.13162516315561026
country_name_195,Americas,0.7330924515312387,0.8221895418468452,0.8796931796585378,0.888841037657146,1
country_name_125,Americas,0.07793369006122575,0.7987291627638097,0.735354846759914,0.8520768971698063,0.162712633144218
country_name_023,Americas,1,0.7271317891605928,0.7778424478102843,0.8350029718895715,1
country_name_028,Americas,0.8571117647423905,1,1,1,1
country_name_247,Americas,0.3163855252120498,0.7454444585961459,0.7271621926266112,0.8286214288954453,1
country_name_210,Americas,0.01510623797690724,NA,NA,NA,0.00610761201014656
country_name_064,Americas,0.8691071254389746,0.812495811753894,0.786036684238974,0.8857272194281476,0.8190354612672608
country_name_149,Americas,0.25172547927031713,0.8733248264642353,0.9046440353789632,0.9238942112255902,0.40485616272873615
country_name_192,Americas,0.6981458902481632,0.768553040534627,0.7909384023359837,0.8607769435140835,0.5916637115874888
country_name_026,Americas,0.08443311572857519,0.8339856696544379,0.8509924155424126,0.8844695867635132,0.21261592381268185
country_name_013,Americas,0.1555178648257562,0.8539620845650395,0.8390658949416817,0.8921712953089042,0.2858248500994749
country_name_226,Americas,NA,0.8237505355827456,0.8540535473456495,0.8688342471738243,NA
country_name_190,Americas,0.3805232424907732,0.9871633609221344,0.9839809913332568,0.9915309287817352,1
country_name_062,Americas,0.20654020943485324,0.7572638707530588,0.7909272007006303,0.8263312445159477,0.3829400717293344
country_name_239,Americas,0.08616866453515563,0.7875099885039374,0.7363690348939405,0.8369698668161315,0.16647647455599435
country_name_221,Americas,0.46294614394752587,0.8876270265124179,0.8582197814720178,0.914748593808946,1
country_name_068,Americas,0.05343745267382469,0.6667946693177136,0.5387692532849495,0.738902659006058,0.21830040933621064
country_name_126,Americas,0.3603526316794866,0.8488836619672496,0.8853107490386178,0.924252690203376,0.2460272798865978
country_name_213,Americas,0.02015080483247246,0.9273158129868112,0.9022747180554036,0.9447354463392882,0.01903992928505912
country_name_230,Americas,0.3209485759544485,0.8559075274066109,0.8134694451581583,0.9010912172360612,0.7852873646858363
country_name_040,Americas,NA,0.7099692099176476,0.7381002557990815,0.7748362059484343,NA
country_name_148,Asia,1,0.9910633665062863,0.992160412366122,0.9983201116205233,1
country_name_156,Asia,0.3050256084403897,1,1,1,0.8300732917035184
country_name_005,Asia,0.07191016040896821,1,1,1,1
country_name_003,Asia,0.08819117949484001,1,1,1,1
country_name_031,Asia,1,0.966240397437661,0.9733042138221512,0.9931295934637993,0.978419038994144
country_name_244,Asia,0.603157227565036,0.9996453215607004,0.9994800680881696,0.9998151223690968,1
country_name_022,Asia,0.17165654338303654,0.867624496009705,0.8801938596296214,0.9304890369480182,0.4399984467317158
country_name_014,Asia,1,0.9705868161255146,0.9770969289316808,0.9967452403687876,0.7419484998496241
country_name_169,Asia,0.6093695301136154,0.8987995198789867,0.9203728011822362,0.9594319928788062,0.5362735796886253
country_name_027,Asia,0.16228117636737613,0.5049937451671802,0.46732710132745114,0.585499969926145,1
country_name_085,Asia,0.00416538739114946,0.6099108695454256,0.5644226420402733,0.6888477942813972,0.01186475602447416
country_name_172,Asia,NA,0.9967131725907582,0.9969898854864764,0.9968725514568336,NA
country_name_208,Asia,0.3843537527966032,0.9360849702931464,0.9317548537623608,0.968086792962644,0.31252928651386
country_name_054,Asia,0.48442078376322145,0.9457723177474164,0.9456109170778706,0.9706067102877328,0.3936608986188478
country_name_175,Asia,1,0.8914581618631955,0.9156334565129696,0.950707776760246,0.9228093894969848
country_name_036,Asia,0.213236249435586,1,1,1,1
country_name_176,Asia,0.37759611568716167,0.8097584163521152,0.7736035827820634,0.8610189707187763,1
country_name_246,Asia,1,1,1,1,1
country_name_058,Asia,0.06969642397735516,0.94333113902179,0.9501446379922068,0.956457776992612,0.1976397508342076
country_name_066,Asia,0.03974726919722932,1,1,1,1
country_name_138,Asia,1,1,1,1,1
country_name_009,Asia,0.266241564161771,0.9446228576445492,0.9651927922738436,0.980697707729662,1
country_name_191,Asia,0.10717185089666809,0.944999049666496,0.9516298530620656,0.9705883256616052,0.22977352399800663
country_name_136,Asia,0.686081937623179,0.9955399330739184,0.9962748602451827,0.9972482185007134,1
country_name_140,Asia,1,0.9683766881478988,0.9722310905201608,0.9970660161132682,0.9999998269150552
country_name_059,Asia,1,0.9802020909132256,0.9793164311616376,0.988767742951646,1
country_name_179,Asia,1,0.593698075684794,0.5643048900312551,0.7710424848162667,0.8445839969632558
country_name_045,Asia,1,0.5069614851973694,0.311508813558765,0.6919311640635493,1
country_name_128,Asia,0.14513044115815354,0.8311488035353701,0.8511470649438527,0.9460537330049448,0.6827898530905991
country_name_153,Asia,1,1,1,1,1
country_name_108,Asia,0.07616330587584542,0.8344127544794363,0.8442099496790169,0.9273946100894984,0.13788745834367258
country_name_144,Asia,1,0.9874898436449988,0.9892805983803282,0.99786545962537,1
country_name_123,Asia,0.0840561761160999,0.970378646841675,0.9661195106346782,0.9830474104844492,0.1586035768376937
country_name_044,Asia,1,0.9531376123032153,0.9647764154148876,0.98766824459911,1
country_name_236,Asia,0.5693251969971027,0.946489056806491,0.946510178506654,0.975777838550688,0.5354456351688568
country_name_052,Asia,NA,0.8100914139322123,0.7959091790135553,0.9091647850876348,NA
country_name_218,Asia,NA,1,1,1,NA
country_name_199,Asia,0.32785505489402234,1,1,1,0.9810797096703776
country_name_171,Asia,0.58380890823518,0.9745173924688844,0.9744477671640096,0.985947289155109,1
country_name_142,Asia,1,NA,NA,NA,1
country_name_043,Asia,1,0.9838771303102456,0.9832111432469378,0.9912709432716892,1
country_name_008,Asia,0.37506760057692734,0.9132746382501474,0.9142563257977202,0.9860526018466788,0.3321719586075277
country_name_041,Asia,0.4036982986329441,0.8286016430819302,0.8647161857318315,0.8771612338827213,1
country_name_131,Asia,0.02217146635217201,1,1,1,1
country_name_092,Asia,1,1,1,1,1
country_name_252,Asia,0.08248463891598655,0.5453138973168784,0.5080962270402185,0.6473705273434176,0.1195033300178977
country_name_082,Asia,NA,0.8405084751958305,0.8582619386659578,0.9223363111619688,NA
country_name_088,Asia,0.02950707401040253,1,1,1,1
country_name_166,Asia,0.4202511270175979,0.6470692115761876,0.5726584041081448,0.789449543754335,0.3703751539807801
country_name_080,Asia,0.12212704275464564,0.977276838520395,0.975212021821346,0.9900631504565316,0.34408251880574126
country_name_182,Europe,0.7803642421909108,0.49780460559823186,0.4808112649249848,0.504791094902071,0.601121998069268
country_name_184,Europe,0.2141875701352551,0.7862347458114731,0.7252842250322186,0.7841845163658892,1
country_name_141,Europe,0.00685626629106508,0.37216446124763713,0.337385469292201,0.3646450587677416,0.01466271261966691
country_name_084,Europe,1,0.5572032207020763,0.4532584695459836,0.5804238002070138,1
country_name_048,Europe,NA,0.6847895460780669,0.5627908687496349,0.6922418345667776,NA
country_name_002,Europe,0.30291384352418416,1,1,1,1
country_name_076,Europe,NA,0.5333384677590157,0.4858007213031015,0.5219656766241547,NA
country_name_037,Europe,0.0954111598869128,0.8112147668271376,0.7577199217915127,0.8096172054646287,1
country_name_083,Europe,0.1589073183676766,0.9056614658481432,0.8798970026479694,0.915346729350749,1
country_name_109,Europe,0.1280230587586114,0.6034671857215846,0.5754463183644157,0.6163356996725776,0.2087673927892894
country_name_015,Europe,0.01434413573617455,0.6621119771700222,0.6564563665453457,0.6713942433085361,0.01130539083342914
country_name_011,Europe,0.1742458016297284,0.4736199939020177,0.5107710733619972,0.4927780829086856,0.13300174604613058
country_name_105,Europe,0.06473739429794205,0.6417336107767934,0.6114120639119334,0.6468279063991172,0.08727589111856339
country_name_021,Europe,0.01739010996002956,0.634966451294153,0.5821984520174268,0.6463095943801759,0.2356714919859966
country_name_203,Europe,0.14647387421975838,0.6754166341365199,0.6932507161384844,0.6952164123452828,0.10956727281294738
country_name_106,Europe,0.01044336799125465,NA,NA,NA,0.00275953702474854
country_name_074,Europe,0.10984436817577582,0.41960870017805185,0.4348882400876831,0.4340353488147795,0.07109287173075475
country_name_249,Europe,0.4440306669406808,0.7210920623680992,0.6976514130600501,0.732856294649124,0.35407614019761796
country_name_187,Europe,0.2816359252219204,0.5205168821303874,0.4325438256394743,0.5300913604593328,0.17669907066357632
country_name_201,Europe,0.0445373232147299,0.796940223235284,0.7883538362908397,0.8111180367041523,1
country_name_115,Europe,0.06224753006512413,0.5283645516603832,0.5032017975049824,0.5371435617273781,0.04032222969791894
country_name_237,Europe,0.00316846492944574,0.45672343937741056,0.4494453952017327,0.4531691770981741,0.00169598909805743
country_name_057,Europe,0.25500160777808856,0.4092232767683585,0.38734573501304825,0.42723941504380664,0.26800292896421096
country_name_098,Europe,0.01417356025313916,0.5154220200272281,0.544508221729974,0.515273993282807,0.02671654874645416
country_name_094,Europe,NA,0.4344520473552731,0.12213285671730711,0.3923554393988893,NA
country_name_019,Europe,0.0057847082781686,0.3031358649332377,0.26580100023938463,0.29688059690581725,0.00898557367341254
country_name_181,Europe,1,1,1,1,1
country_name_133,Europe,1,0.9807081477332824,0.9567160934188594,0.9817581525416084,1
country_name_046,Europe,0.3648776889640285,0.5501854608765866,0.5230987156138033,0.5432574464757524,0.2538643348532455
country_name_099,Europe,0.22982815857061753,0.5373871882233607,0.5300429344782528,0.5343867093083394,0.4312561244701125
country_name_119,Europe,0.02919903911169899,0.4163279226599701,0.4437966201644025,0.42453572622667346,0.03493513603086638
country_name_147,Europe,0.0960913173419973,0.5461796240236391,0.4296237205254651,0.558506638029933,0.1220786502670439
country_name_167,Europe,0.05133846030858662,0.7019448052629493,0.7055121793355144,0.7266037303854708,0.1388840552350226
country_name_086,Europe,0.07297746195889059,0.5432944665854572,0.5209768425618522,0.5566154155171558,0.06194207000724947
country_name_183,Europe,0.06979649995582846,0.7839904477663832,0.7799730133332009,0.799365014892692,0.5338846596837049
country_name_132,Europe,0.07366306611704157,0.45833035692061697,0.4721810600572262,0.5028259347477813,0.08795757870636005
country_name_215,Europe,0.0659513719214836,0.6507610533945397,0.5886339708720829,0.6496833259946886,1
country_name_194,Europe,0.04152619799931758,0.7812913367984251,0.7759434130511336,0.7928041157180088,1
country_name_186,Europe,1,0.44475319281986325,0.4367953063040256,0.4429873301352376,1
country_name_055,Europe,0.06430056746063978,0.5419802621224712,0.49701372526407017,0.5546695379171865,0.10509377077228896
country_name_034,Europe,0.04779138041686166,0.4952915847821327,0.4987420814479637,0.5277315451799409,0.2149400220427022
country_name_189,Oceania,1,0.9443669268956132,0.9445920610835048,0.9928852132077672,1
country_name_049,Oceania,0.8000916238746312,0.8613234054082027,0.8066027304912007,0.932385343106806,0.6775478079598392
country_name_205,Oceania,NA,0.8223264612277764,0.7799449295252971,0.9369027464721508,NA
country_name_024,Oceania,0.3788450903123163,0.8925512112870031,0.8097558690056942,0.9936186750778266,0.159172970754061
country_name_241,Oceania,0.03558117572247842,NA,NA,NA,0.0336083336020974
country_name_053,Oceania,NA,0.9348716519186544,0.918821466789606,0.9677657027076808,NA
country_name_234,Oceania,0.9428541827911684,NA,NA,NA,1
country_name_038,Oceania,0.0302029132375928,0.8601208955312138,0.8270359332085452,0.8883936715164006,0.03088772479817103
country_name_016,Oceania,1,NA,NA,NA,1
country_name_157,Oceania,0.7636786113959726,0.8833470539923093,0.8317239548546747,0.9481459551635538,0.6559885462495846
country_name_087,Oceania,NA,0.9037989324769102,0.8537051600718701,0.9549066664043394,NA
country_name_050,Oceania,0.6264058329940382,0.9570363344300588,0.913743010445117,0.9751592169003578,0.3993970295849277
country_name_070,Oceania,1,0.9519760283201169,0.9094614342093492,0.9779988410636128,0.9343025930806512
country_name_134,Oceania,0.091056265550163,0.8376386395092209,0.8035276000571528,0.9588969350693072,0.05703900861452162
country_name_224,Oceania,NA,0.9318110792781796,0.875020980701673,0.9685998116571312,NA
